1.7367657e+01,1.4798725e+01,2.0500334e+01,1.8998850e+01,1.5695169e+01,4.4664883e+01,4.1082945e+01,6.1514936e+01,2.1758511e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4805063e+02,1.3879475e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4475371e+02,1.4882603e+02,7.2738893e+01,0.0000000e+00,0.0000000e+00,4.1383933e+01,7.0853432e+01,6.4550397e+01,8.3787970e+01,4.9168343e+01,0.0000000e+00,3.3241052e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.4798725e+01,1.6976132e+01,0.0000000e+00,0.0000000e+00,3.0540804e+01,4.9244164e+01,4.3481242e+01,5.1093318e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5853330e+02,1.4890450e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5311633e+02,1.5487430e+02,1.5021114e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.8286257e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8171246e+01,9.9354095e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
2.0500334e+01,0.0000000e+00,1.2647217e+01,1.3349318e+01,0.0000000e+00,0.0000000e+00,3.3393585e+01,3.7700520e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0714812e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.1566208e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.8998850e+01,0.0000000e+00,1.3349318e+01,1.1680746e+01,0.0000000e+00,0.0000000e+00,3.1812772e+01,2.3281614e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5692370e+01,2.1769799e+01,6.7695215e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1118343e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8972969e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.8885722e+01,7.1337807e+01,0.0000000e+00,0.0000000e+00,9.1320417e+01,9.3113281e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,4.4788062e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
1.5695169e+01,3.0540804e+01,0.0000000e+00,0.0000000e+00,1.5957071e+01,1.4827883e+01,3.5635858e+01,5.8057731e+01,5.4956802e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4893284e+02,1.4327202e+02,0.0000000e+00,0.0000000e+00,1.5458963e+02,1.5203785e+02,1.5446932e+02,1.5350125e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1925087e+02,1.0432694e+02,1.0679935e+02,0.0000000e+00,5.2255575e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.9985819e+01,9.8188607e+01,9.9381592e+01,9.3816341e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.4664883e+01,4.9244164e+01,0.0000000e+00,0.0000000e+00,1.4827883e+01,1.4305824e+01,1.7787049e+01,6.2075175e+01,5.0466800e+01,3.2943314e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2961710e+01,7.4911046e+01,0.0000000e+00,9.1762963e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0628777e+02,1.0951186e+02,8.8286559e+01,9.4195975e+01,0.0000000e+00,3.0186204e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.9267110e+01,1.0248703e+02,0.0000000e+00,9.4124171e+01,1.0741527e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
4.1082945e+01,4.3481242e+01,3.3393585e+01,3.1812772e+01,3.5635858e+01,1.7787049e+01,3.6106321e+01,3.9436319e+01,3.9037483e+01,3.7005914e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.4802684e+02,1.6917292e+02,1.2732740e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5959364e+02,1.4907345e+02,1.3002955e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.1060897e+02,1.0451021e+02,9.4745160e+01,1.1392387e+02,0.0000000e+00,7.7588946e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0525878e+02,1.0590718e+02,9.1805850e+01,9.5374020e+01,9.8110224e+01,8.7009349e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
6.1514936e+01,5.1093318e+01,3.7700520e+01,2.3281614e+01,5.8057731e+01,6.2075175e+01,3.9436319e+01,1.9701920e+01,3.3644236e+01,5.6200413e+01,2.0074226e+01,2.9653336e+01,2.6622076e+01,3.7288566e+01,1.1443534e+02,0.0000000e+00,0.0000000e+00,1.8178902e+02,1.6865210e+02,9.3356741e+01,0.0000000e+00,0.0000000e+00,1.6195975e+02,1.5126824e+02,1.5181763e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0183331e+02,1.3826186e+02,1.3595602e+02,0.0000000e+00,0.0000000e+00,6.7873325e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,7.9887571e+01,0.0000000e+00,0.0000000e+00,9.7345951e+01,9.2466355e+01,9.8464812e+01,1.0277390e+02,1.0580628e+02,5.0960671e+01,4.4943102e+01,7.3883611e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
2.1758511e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.4956802e+01,5.0466800e+01,3.9037483e+01,3.3644236e+01,2.3517355e+01,4.7662015e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,5.3147377e+01,0.0000000e+00,0.0000000e+00,1.1074582e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0284166e+02,9.7226387e+01,1.1960112e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.1916067e+01,1.1201905e+02,1.0004170e+02,9.7314964e+01,9.3359640e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,3.2943314e+01,3.7005914e+01,5.6200413e+01,4.7662015e+01,3.4943187e+01,1.9023425e+01,0.0000000e+00,0.0000000e+00,4.7869478e+01,0.0000000e+00,2.4326735e+01,6.1461948e+01,5.9135332e+01,7.2775682e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,6.3925964e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,9.0922908e+01,7.7745871e+01,7.3711784e+01,0.0000000e+00,0.0000000e+00,1.8214030e+01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.0523747e+02,1.0407848e+02,1.1159932e+02,1.1140151e+02,0.0000000e+00,0.0000000e+00,6.3746895e+01,0.0000000e+00,1.1768762e+02,0.0000000e+00,0.0000000e+00,1.5905471e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.6882319e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.6322227e+02,0.0000000e+00,0.0000000e+00,0.0000000e+00,1.5526799e+02,1.4798399e+02
